,postcode,ins_avg,ins_total,out_avg,out_total,suburb,state
690,2842,7.142857142857142,150.0,33.722619047619055,708.175,MOLLYAN,NSW
691,2843,9.666666666666666,203.0,58.06285714285714,1219.32,COOLAH,NSW
692,2844,13.61904761904762,286.0,72.17285714285715,1515.63,BIRRIWA,NSW
693,2845,9.714285714285714,204.0,48.50166666666666,1018.535,ANGUS PLACE,NSW
694,2846,3.238095238095238,68.0,11.499285714285715,241.485,ROUND SWAMP,NSW
695,2847,15.857142857142858,333.0,76.6392857142857,1609.425,PIPERS FLAT,NSW
696,2848,8.80952380952381,185.0,47.09209523809525,988.934,BROGANS CREEK,NSW
697,2849,14.571428571428573,306.0,74.78614285714283,1570.5089999999998,BUDDEN,NSW
698,2850,122.38095238095238,2570.0,736.9880952380953,15476.75,BOTOBOLAR,NSW
699,2852,24.761904761904763,520.0,149.68542857142856,3143.3940000000002,TWO MILE FLAT,NSW
700,2864,6.428571428571429,135.0,40.09471428571428,841.9889999999998,TOOGONG,NSW
701,2865,9.952380952380953,209.0,47.952619047619045,1007.005,MANILDRA,NSW
702,2866,19.857142857142858,417.0,117.75890476190477,2472.937,WARNECLIFFE,NSW
703,2867,5.285714285714286,111.0,28.96623809523809,608.2909999999998,LOOMBAH,NSW
704,2868,5.285714285714286,111.0,28.143476190476193,591.013,YEOVAL,NSW
705,2869,12.904761904761903,271.0,70.77719047619047,1486.3210000000001,MUNGERY,NSW
706,2870,92.57142857142857,1944.0,518.9949047619046,10898.892999999998,TICHBORNE,NSW
707,2871,61.047619047619044,1282.0,379.27990476190485,7964.8780000000015,MULYANDRY,NSW
708,2873,7.428571428571429,156.0,40.650476190476205,853.6600000000002,TOTTENHAM,NSW
709,2874,4.6190476190476195,97.0,20.771666666666672,436.205,YETHERA,NSW
710,2875,7.7142857142857135,162.0,41.30566666666665,867.4189999999999,TRUNDLE,NSW
711,2876,2.761904761904762,58.0,13.8,289.8,GUNNING GAP,NSW
712,2877,33.42857142857143,702.0,211.3339523809524,4438.013,CONDOBOLIN,NSW
713,2878,2.619047619047619,55.0,12.57809523809524,264.14000000000004,BEILPAJAH,NSW
714,2879,10.619047619047619,223.0,57.12452380952382,1199.6150000000002,SUNSET STRIP,NSW
715,2880,233.33333333333331,4900.0,1021.6625238095238,21454.912999999997,LITTLE TOPAR,NSW
716,2898,1.9523809523809523,41.0,7.4234761904761895,155.893,LORD HOWE ISLAND,NSW
717,2899,25.952380952380953,545.0,78.77142857142857,1654.1999999999996,NORFOLK ISLAND,NSW
718,2900,6.761904761904763,142.0,54.164761904761896,1137.46,GREENWAY,ACT
719,2901,0.047619047619047616,1.0,0.16666666666666666,3.5,TUGGERANONG DC,ACT
720,2902,76.76190476190476,1612.0,367.6035714285714,7719.674999999998,KAMBAH VILLAGE,ACT
721,2903,43.19047619047619,907.0,216.59799999999998,4548.558,WANNIASSA,ACT
722,2904,69.42857142857143,1458.0,314.57057142857144,6605.982,MACARTHUR,ACT
723,2905,128.28571428571428,2694.0,638.9436190476191,13417.816,THEODORE,ACT
724,2906,75.23809523809524,1580.0,387.0789523809523,8128.6579999999985,BANKS,ACT
725,2911,18.238095238095237,383.0,171.44819047619046,3600.4120000000003,CRACE,ACT
726,2912,15.476190476190474,325.0,100.47390476190478,2109.952,GUNGAHLIN,ACT
727,2913,136.7619047619048,2872.0,689.4242857142857,14477.91,GINNINDERRA VILLAGE,ACT
728,2914,116.33333333333331,2443.0,672.7819523809524,14128.420999999998,AMAROO,ACT
729,3000,2.8571428571428568,60.0,55.82552380952382,1172.3360000000002,MELBOURNE,VIC
730,3002,3.2857142857142856,69.0,29.149238095238093,612.134,EAST MELBOURNE,VIC
731,3003,4.333333333333333,91.0,52.913809523809526,1111.19,WEST MELBOURNE,VIC
732,3004,0.7619047619047619,16.0,16.41,344.61,ST KILDA ROAD MELBOURNE,VIC
733,3006,1.2857142857142858,27.0,33.923809523809524,712.4,SOUTHBANK,VIC
734,3008,4.380952380952381,92.0,51.029285714285706,1071.615,DOCKLANDS,VIC
735,3011,38.57142857142857,810.0,207.4823333333333,4357.129,FOOTSCRAY,VIC
736,3012,60.38095238095239,1268.0,332.69009523809524,6986.491999999999,TOTTENHAM,VIC
737,3013,41.57142857142857,873.0,183.60485714285716,3855.702,YARRAVILLE WEST,VIC
738,3015,49.19047619047619,1033.0,207.5117142857144,4357.746000000001,SPOTSWOOD,VIC
739,3016,44.523809523809526,935.0,207.54895238095241,4358.528,WILLIAMSTOWN,VIC
740,3018,54.0952380952381,1136.0,273.16566666666665,5736.478999999998,SEAHOLME,VIC
741,3019,23.33333333333333,490.0,130.07976190476188,2731.675,BRAYBROOK,VIC
742,3020,140.04761904761904,2941.0,718.9305714285715,15097.542,ALBION,VIC
743,3021,169.61904761904762,3562.0,691.0603809523808,14512.267999999998,ALBANVALE,VIC
744,3022,9.333333333333334,196.0,40.45614285714286,849.579,ARDEER,VIC
745,3023,284.85714285714283,5982.0,1285.9108571428571,27004.127999999997,CAROLINE SPRINGS,VIC
746,3024,172.85714285714286,3630.0,846.2024285714285,17770.251,MAMBOURIN,VIC
747,3025,31.285714285714285,657.0,216.63047619047614,4549.24,ALTONA NORTH,VIC
748,3026,19.38095238095238,407.0,377.7397619047619,7932.535,LAVERTON NORTH,VIC
749,3027,41.333333333333336,868.0,194.68071428571432,4088.295,WILLIAMS LANDING,VIC
750,3028,108.0,2268.0,436.1891904761905,9159.973,ALTONA MEADOWS,VIC
751,3029,671.4285714285714,14100.0,3536.196380952381,74260.12400000001,HOPPERS CROSSING,VIC
752,3030,521.3333333333334,10948.0,2627.038047619048,55167.799000000006,WERRIBEE SOUTH,VIC
753,3031,30.190476190476193,634.0,130.44419047619044,2739.3279999999995,FLEMINGTON,VIC
754,3032,62.0,1302.0,271.01385714285715,5691.291,TRAVANCORE,VIC
755,3033,42.66666666666666,896.0,191.92652380952381,4030.4570000000003,KEILOR EAST,VIC
756,3034,31.142857142857146,654.0,135.1512857142857,2838.177,AVONDALE HEIGHTS,VIC
757,3036,21.761904761904763,457.0,102.70857142857142,2156.88,KEILOR,VIC
758,3037,204.23809523809524,4289.0,894.7574761904763,18789.907,CALDER PARK,VIC
759,3038,105.71428571428572,2220.0,471.81252380952384,9908.063,KEILOR DOWNS,VIC
760,3039,29.619047619047624,622.0,133.2768095238095,2798.813,MOONEE PONDS,VIC
761,3040,55.76190476190475,1171.0,262.7409523809524,5517.56,ABERFELDIE,VIC
762,3041,31.619047619047624,664.0,158.8672380952381,3336.212,ESSENDON NORTH,VIC
763,3042,43.76190476190475,919.0,249.2546190476191,5234.347000000002,KEILOR PARK,VIC
764,3043,62.0,1302.0,389.3485714285714,8176.32,GOWANBRAE,VIC
765,3044,64.14285714285714,1347.0,268.9457619047619,5647.861,PASCOE VALE,VIC
766,3045,0.3333333333333333,7.0,18.722380952380952,393.17,MELBOURNE AIRPORT,VIC
767,3046,77.04761904761905,1618.0,319.31738095238086,6705.664999999999,OAK PARK,VIC
768,3047,55.0952380952381,1157.0,306.87119047619046,6444.295,JACANA,VIC
769,3048,61.66666666666666,1295.0,306.26757142857133,6431.618999999999,COOLAROO,VIC
770,3049,32.76190476190476,688.0,152.79233333333337,3208.639,ATTWOOD,VIC
771,3051,8.904761904761905,187.0,53.92038095238095,1132.328,HOTHAM HILL,VIC
772,3052,5.0,105.0,50.33114285714286,1056.954,PARKVILLE,VIC
773,3053,5.809523809523809,122.0,49.71371428571429,1043.988,CARLTON SOUTH,VIC
774,3054,14.047619047619047,295.0,55.48966666666667,1165.283,PRINCES HILL,VIC
775,3055,29.809523809523807,626.0,116.49095238095242,2446.3100000000004,BRUNSWICK WEST,VIC
776,3056,50.57142857142857,1062.0,250.8724761904762,5268.321999999999,BRUNSWICK NORTH,VIC
777,3057,20.904761904761905,439.0,91.03814285714287,1911.801,SUMNER,VIC
778,3058,107.76190476190477,2263.0,510.6522380952382,10723.697000000002,BATMAN,VIC
779,3059,84.47619047619048,1774.0,469.12976190476195,9851.725,GREENVALE,VIC
780,3060,32.333333333333336,679.0,149.40071428571432,3137.415,FAWKNER,VIC
781,3061,28.809523809523807,605.0,469.26452380952384,9854.555,CAMPBELLFIELD,VIC
782,3062,2.0,42.0,68.34809523809524,1435.31,SOMERTON,VIC
783,3063,3.4285714285714284,72.0,25.03595238095239,525.7550000000001,OAKLANDS JUNCTION,VIC
784,3064,487.2380952380952,10232.0,2631.723857142857,55266.200999999994,CRAIGIEBURN,VIC
785,3065,11.714285714285715,246.0,55.80619047619048,1171.93,FITZROY,VIC
786,3066,8.666666666666666,182.0,54.8172380952381,1151.162,COLLINGWOOD,VIC
787,3067,9.142857142857142,192.0,64.37895238095237,1351.958,ABBOTSFORD,VIC
788,3068,41.38095238095238,869.0,166.38595238095238,3494.105,CLIFTON HILL,VIC
789,3070,80.38095238095238,1688.0,308.6141904761905,6480.898,NORTHCOTE,VIC
790,3071,49.14285714285714,1032.0,231.81961904761903,4868.212,THORNBURY,VIC
791,3072,90.23809523809523,1895.0,423.0275238095239,8883.578000000001,GILBERTON,VIC
792,3073,134.0,2814.0,566.5168571428571,11896.854,KEON PARK,VIC
793,3074,69.57142857142857,1461.0,517.6787142857141,10871.253,THOMASTOWN,VIC
794,3075,70.52380952380952,1481.0,308.3992857142857,6476.384999999998,LALOR PLAZA,VIC
795,3076,138.04761904761904,2899.0,681.6513809523809,14314.678999999998,EPPING,VIC
796,3078,41.047619047619044,862.0,199.09819047619044,4181.062,ALPHINGTON,VIC
797,3079,41.714285714285715,876.0,213.69752380952374,4487.647999999999,IVANHOE,VIC
798,3081,34.714285714285715,729.0,207.916619047619,4366.249,BELLFIELD,VIC
799,3082,102.4761904761905,2152.0,446.57233333333323,9378.018999999998,MILL PARK,VIC
800,3083,108.4761904761905,2278.0,478.3524285714285,10045.401,BUNDOORA,VIC
801,3084,75.85714285714286,1593.0,336.20323809523813,7060.268,VIEWBANK,VIC
802,3085,40.476190476190474,850.0,170.3724761904762,3577.822,MACLEOD,VIC
803,3087,26.904761904761905,565.0,107.4731904761905,2256.937,WATSONIA,VIC
804,3088,85.95238095238096,1805.0,371.35695238095235,7798.496000000001,SAINT HELENA,VIC
805,3089,47.33333333333334,994.0,225.12804761904758,4727.6889999999985,DIAMOND CREEK,VIC
806,3090,9.476190476190476,199.0,62.90395238095239,1320.983,PLENTY,VIC
807,3091,9.571428571428571,201.0,65.79738095238095,1381.745,YARRAMBAT,VIC
808,3093,12.809523809523812,269.0,79.32652380952379,1665.8570000000002,LOWER PLENTY,VIC
809,3094,27.095238095238088,569.0,110.99942857142858,2330.9880000000007,MONTMORENCY,VIC
810,3095,96.09523809523809,2018.0,455.11614285714285,9557.439,ELTHAM,VIC
811,3096,8.095238095238095,170.0,33.88285714285714,711.54,WATTLE GLEN,VIC
812,3097,8.428571428571429,177.0,47.16957142857144,990.561,BEND OF ISLANDS,VIC
813,3099,23.857142857142854,501.0,111.19757142857144,2335.149000000001,NUTFIELD,VIC
814,3101,49.33333333333334,1036.0,270.736,5685.456,KEW,VIC
815,3102,16.38095238095238,344.0,68.68561904761907,1442.398,KEW EAST,VIC
816,3103,34.57142857142857,726.0,171.72985714285716,3606.327,BALWYN EAST,VIC
817,3104,49.714285714285715,1044.0,257.3252380952381,5403.83,BALWYN NORTH,VIC
818,3105,30.42857142857143,639.0,139.35923809523808,2926.5440000000003,BULLEEN,VIC
819,3106,60.19047619047619,1264.0,288.90057142857137,6066.911999999999,TEMPLESTOWE,VIC
820,3107,37.38095238095238,785.0,169.2382380952381,3554.0029999999997,TEMPLESTOWE LOWER,VIC
821,3108,57.28571428571429,1203.0,270.467619047619,5679.82,DONCASTER,VIC
822,3109,77.42857142857143,1626.0,358.5584285714286,7529.727,DONCASTER HEIGHTS,VIC
823,3111,46.904761904761905,985.0,225.93652380952375,4744.667,DONVALE,VIC
824,3113,37.476190476190474,787.0,185.6582857142857,3898.824,WARRANDYTE,VIC
825,3114,15.666666666666664,329.0,83.10538095238095,1745.213,PARK ORCHARDS,VIC
826,3115,16.857142857142858,354.0,91.27547619047618,1916.785,WONGA PARK,VIC
827,3116,45.952380952380956,965.0,213.33085714285718,4479.948,CHIRNSIDE PARK,VIC
828,3121,37.38095238095238,785.0,187.75447619047614,3942.844,RICHMOND SOUTH,VIC
829,3122,27.523809523809533,578.0,138.4157619047619,2906.731,AUBURN SOUTH,VIC
830,3123,20.952380952380953,440.0,107.54666666666664,2258.48,AUBURN,VIC
831,3124,47.523809523809526,998.0,229.96247619047614,4829.212,HARTWELL,VIC
832,3125,38.904761904761905,817.0,165.59466666666668,3477.4880000000007,BENNETTSWOOD,VIC
833,3126,15.952380952380953,335.0,86.98571428571431,1826.7,CAMBERWELL EAST,VIC
834,3127,45.38095238095239,953.0,197.6377142857143,4150.392000000002,SURREY HILLS,VIC
835,3128,41.61904761904762,874.0,200.9826666666667,4220.6359999999995,BOX HILL,VIC
836,3129,43.80952380952381,920.0,189.19233333333332,3973.038999999999,BOX HILL NORTH,VIC
837,3130,98.23809523809523,2063.0,419.7289047619047,8814.306999999999,LABURNUM,VIC
838,3131,74.14285714285714,1557.0,352.73871428571437,7407.513000000001,BRENTFORD SQUARE,VIC
839,3132,46.714285714285715,981.0,201.70866666666663,4235.8820000000005,MITCHAM NORTH,VIC
840,3133,91.04761904761904,1912.0,399.6411904761905,8392.465,VERMONT SOUTH,VIC
841,3134,105.61904761904762,2218.0,551.4610952380954,11580.683,WARRANWOOD,VIC
842,3135,64.57142857142857,1356.0,300.7947142857143,6316.6889999999985,RINGWOOD EAST,VIC
843,3136,156.0,3276.0,677.3000476190476,14223.301,CROYDON,VIC
844,3137,60.28571428571429,1266.0,334.1151428571428,7016.418000000001,KILSYTH,VIC
845,3138,87.90476190476191,1846.0,360.48647619047614,7570.215999999998,MOOROOLBARK,VIC
846,3139,74.57142857142857,1566.0,415.46771428571435,8724.822,YELLINGBO,VIC
847,3140,68.52380952380952,1439.0,336.5082857142857,7066.674,LILYDALE,VIC
848,3141,12.761904761904766,268.0,67.15357142857144,1410.225,CHAPEL STREET NORTH,VIC
849,3142,12.857142857142858,270.0,99.75376190476187,2094.829,HAWKSBURN,VIC
850,3143,11.38095238095238,239.0,62.75152380952379,1317.7820000000002,ARMADALE,VIC
851,3144,19.19047619047619,403.0,112.77442857142857,2368.263,MALVERN NORTH,VIC
852,3145,47.76190476190475,1003.0,215.3130476190476,4521.574000000001,WATTLETREE ROAD PO,VIC
853,3146,54.19047619047619,1138.0,257.50019047619054,5407.504000000001,GLEN IRIS,VIC
854,3147,44.47619047619048,934.0,201.44109523809524,4230.263,ASHWOOD,VIC
855,3148,23.04761904761905,484.0,93.29214285714286,1959.135,CHADSTONE,VIC
856,3149,116.76190476190477,2452.0,518.6574285714286,10891.806,MOUNT WAVERLEY,VIC
857,3150,230.33333333333331,4837.0,1020.566,21431.886000000002,GLEN WAVERLEY,VIC
858,3151,34.476190476190474,724.0,145.88657142857144,3063.6180000000004,BURWOOD HEIGHTS,VIC
859,3152,139.42857142857142,2928.0,639.9841428571427,13439.667,KNOX CITY CENTRE,VIC
860,3153,86.33333333333331,1813.0,622.2748095238095,13067.771,BAYSWATER,VIC
861,3154,16.9047619047619,355.0,70.80142857142856,1486.83,THE BASIN,VIC
862,3155,83.28571428571429,1749.0,360.75942857142854,7575.9479999999985,BORONIA,VIC
863,3156,166.61904761904762,3499.0,749.8291428571428,15746.411999999998,FERNTREE GULLY,VIC
864,3158,21.809523809523807,458.0,98.63042857142857,2071.239,UPWEY,VIC
865,3159,9.476190476190476,199.0,40.65666666666665,853.7899999999997,SELBY,VIC
866,3160,30.952380952380953,650.0,143.65585714285714,3016.773,TECOMA,VIC
867,3161,20.38095238095238,428.0,127.15185714285715,2670.1890000000008,CAULFIELD NORTH,VIC
868,3162,33.714285714285715,708.0,167.33852380952382,3514.1090000000004,CAULFIELD SOUTH,VIC
869,3163,58.0952380952381,1220.0,238.60757142857148,5010.759000000001,CARNEGIE,VIC
870,3164,0.9523809523809524,20.0,25.883809523809518,543.56,DANDENONG SOUTH,VIC
871,3165,70.42857142857143,1479.0,301.39309523809516,6329.254999999999,BENTLEIGH EAST,VIC
872,3166,56.80952380952381,1193.0,281.3763809523809,5908.904,HUGHESDALE,VIC
873,3167,30.904761904761905,649.0,156.80680952380953,3292.9429999999998,OAKLEIGH SOUTH,VIC
874,3168,32.61904761904762,685.0,230.8654761904762,4848.175,CLAYTON,VIC
875,3169,60.523809523809526,1271.0,307.5418571428571,6458.378999999999,CLARINDA,VIC
876,3170,73.71428571428571,1548.0,407.7203333333334,8562.127,MULGRAVE,VIC
877,3171,71.23809523809524,1496.0,346.8297619047619,7283.424999999998,SANDOWN VILLAGE,VIC
878,3172,85.85714285714286,1803.0,409.79314285714287,8605.655999999999,DINGLEY VILLAGE,VIC
879,3173,150.0,3150.0,797.9612380952382,16757.186,KEYSBOROUGH,VIC
880,3174,114.71428571428572,2409.0,518.1539523809523,10881.232999999998,NOBLE PARK EAST,VIC
881,3175,166.0,3486.0,1423.054714285714,29884.149,BANGHOLME,VIC
882,3176,0.047619047619047616,1.0,0.24285714285714285,5.1,SCORESBY BC,VIC
883,3177,34.666666666666664,728.0,142.66914285714284,2996.052,EUMEMMERRING,VIC
884,3178,170.33333333333334,3577.0,741.6689523809523,15575.048,ROWVILLE,VIC
885,3179,26.952380952380953,566.0,167.86561904761905,3525.178,SCORESBY,VIC
886,3180,37.38095238095238,785.0,197.99809523809523,4157.96,KNOXFIELD,VIC
887,3181,16.476190476190474,346.0,80.90657142857144,1699.0380000000002,PRAHRAN EAST,VIC
888,3182,16.38095238095238,344.0,79.37261904761905,1666.825,ST KILDA,VIC
889,3183,18.904761904761905,397.0,80.09547619047619,1682.005,ST KILDA EAST,VIC
890,3184,18.952380952380953,398.0,74.74309523809524,1569.605,BRIGHTON ROAD,VIC
891,3185,21.66666666666667,455.0,95.30290476190477,2001.361,ELSTERNWICK,VIC
892,3186,48.66666666666666,1022.0,267.7464761904762,5622.6759999999995,WERE STREET PO,VIC
893,3187,44.80952380952381,941.0,197.1081904761905,4139.272,BRIGHTON EAST,VIC
894,3188,43.904761904761905,922.0,195.5473333333333,4106.494000000001,HAMPTON,VIC
895,3189,25.0,525.0,195.32290476190482,4101.781,MOORABBIN EAST,VIC
896,3190,23.0,483.0,110.52442857142857,2321.013,HIGHETT,VIC
897,3191,26.619047619047624,559.0,135.2502380952381,2840.255,SANDRINGHAM,VIC
898,3192,61.57142857142857,1293.0,340.28085714285714,7145.897999999999,SOUTHLAND CENTRE,VIC
899,3193,55.57142857142857,1167.0,274.2458095238096,5759.161999999999,BEAUMARIS,VIC
900,3194,31.0,651.0,171.30295238095238,3597.362,MENTONE,VIC
901,3195,130.52380952380952,2741.0,802.5110952380952,16852.733,MORDIALLOC NORTH,VIC
902,3196,87.04761904761904,1828.0,365.54447619047625,7676.434000000001,BONBEACH,VIC
903,3197,50.57142857142857,1062.0,197.1443333333333,4140.031,CARRUM,VIC
904,3198,70.0,1470.0,301.7444761904762,6336.634,BELVEDERE PARK,VIC
905,3199,199.76190476190484,4195.0,856.8771904761903,17994.421000000002,FRANKSTON,VIC
906,3200,17.523809523809526,368.0,65.51547619047619,1375.825,FRANKSTON NORTH,VIC
907,3201,106.14285714285714,2229.0,615.5767619047617,12927.112,CARRUM DOWNS,VIC
908,3202,9.428571428571429,198.0,72.68385714285716,1526.361,HEATHERTON,VIC
909,3204,73.23809523809524,1538.0,344.1849523809523,7227.883999999999,BENTLEIGH,VIC
910,3205,10.904761904761903,229.0,63.986619047619044,1343.719,SOUTH MELBOURNE,VIC
911,3206,16.333333333333332,343.0,70.71304761904761,1484.974,MIDDLE PARK,VIC
912,3207,17.761904761904766,373.0,151.8286190476191,3188.4010000000007,PORT MELBOURNE,VIC
913,3211,10.380952380952381,218.0,61.279285714285706,1286.865,LITTLE RIVER,VIC
914,3212,93.38095238095238,1961.0,427.22009523809527,8971.622000000001,LARA,VIC
915,3213,20.33333333333333,427.0,135.97438095238093,2855.4619999999995,ANAKIE,VIC
916,3214,91.85714285714286,1929.0,358.7404285714286,7533.549,NORLANE,VIC
917,3215,77.80952380952381,1634.0,419.95228571428584,8818.998000000001,HAMLYN HEIGHTS,VIC
918,3216,246.28571428571428,5172.0,1070.023714285714,22470.498,WAURN PONDS,VIC
919,3217,48.952380952380956,1028.0,292.2630476190476,6137.524,DEAKIN UNIVERSITY,VIC
920,3218,43.80952380952381,920.0,206.71276190476192,4340.968,HERNE HILL,VIC
921,3219,87.09523809523809,1829.0,360.9778571428572,7580.535,BREAKWATER,VIC
922,3220,55.57142857142857,1167.0,385.0850476190476,8086.786,NEWTOWN,VIC
923,3221,21.904761904761905,460.0,76.07100000000001,1597.4910000000002,WYE RIVER,VIC
924,3222,103.04761904761904,2164.0,512.7516666666667,10767.785,MARCUS HILL,VIC
925,3223,65.57142857142857,1377.0,286.13076190476187,6008.745999999999,INDENTED HEAD,VIC
926,3224,78.14285714285714,1641.0,385.2825714285714,8090.934,LEOPOLD,VIC
927,3225,40.333333333333336,847.0,180.61599999999999,3792.9359999999997,POINT LONSDALE,VIC
928,3226,100.8095238095238,2117.0,432.3973333333333,9080.344000000001,OCEAN GROVE,VIC
929,3227,37.285714285714285,783.0,179.08633333333333,3760.813,BARWON HEADS,VIC
930,3228,117.61904761904762,2470.0,584.4769047619047,12274.015,TORQUAY,VIC
931,3230,27.809523809523807,584.0,131.71480952380958,2766.0110000000004,ANGLESEA,VIC
932,3231,16.476190476190474,346.0,75.81038095238095,1592.0179999999998,AIREYS INLET,VIC
933,3232,6.238095238095237,131.0,30.887285714285717,648.633,LORNE,VIC
934,3233,16.9047619047619,355.0,98.32095238095242,2064.74,CAPE OTWAY,VIC
935,3234,2.095238095238096,44.0,13.708809523809526,287.885,SUGARLOAF,VIC
936,3235,3.6190476190476186,76.0,17.467380952380953,366.815,BOONAH,VIC
937,3236,2.333333333333333,49.0,9.381190476190476,197.005,MOUNT SABINE,VIC
938,3237,1.5714285714285714,33.0,10.882476190476188,228.532,AIRE VALLEY,VIC
939,3238,2.238095238095238,47.0,9.374999999999998,196.875,GLENAIRE,VIC
940,3239,2.9047619047619047,61.0,18.73619047619048,393.46,KENNEDYS CREEK,VIC
941,3240,15.047619047619047,316.0,79.69671428571428,1673.631,BUCKLEY,VIC
942,3241,18.0,378.0,99.90442857142857,2097.993,WINCHELSEA,VIC
943,3242,6.095238095238094,128.0,31.410476190476192,659.62,BIRREGURRA,VIC
944,3243,2.095238095238096,44.0,10.887857142857142,228.645,GERANGAMETE,VIC
945,3249,18.80952380952381,395.0,105.01276190476187,2205.268,BARRAMUNGA,VIC
946,3250,48.61904761904761,1021.0,251.65895238095243,5284.838000000001,ELLIMINYT,VIC
947,3251,2.8571428571428568,60.0,12.838333333333335,269.605,CUNDARE,VIC
948,3254,2.4285714285714284,51.0,9.637142857142855,202.38,COROROOKE,VIC
949,3260,20.095238095238095,422.0,136.07209523809522,2857.514,POMBORNEIT,VIC
950,3264,11.190476190476188,235.0,81.30833333333334,1707.475,TERANG,VIC
951,3265,15.476190476190474,325.0,167.24219047619047,3512.086,ELLERSLIE,VIC
952,3266,14.904761904761903,313.0,112.08771428571428,2353.842,COBRICO,VIC
953,3267,1.0,21.0,7.754285714285714,162.84,SCOTTS CREEK,VIC
954,3268,14.238095238095234,299.0,128.62809523809523,2701.19,BRUCKNELL,VIC
955,3269,4.0,84.0,28.248666666666665,593.222,PORT CAMPBELL,VIC
956,3270,1.2857142857142858,27.0,5.239285714285715,110.025,PETERBOROUGH,VIC
957,3271,1.7142857142857142,36.0,11.357857142857142,238.515,DARLINGTON,VIC
958,3272,10.095238095238095,212.0,55.36238095238095,1162.61,MORTLAKE,VIC
959,3273,0.6190476190476191,13.0,3.29952380952381,69.29,HEXHAM,VIC
960,3274,1.9523809523809523,41.0,9.324285714285717,195.81,CARAMUT,VIC
961,3275,1.9523809523809523,41.0,9.512428571428572,199.761,MAILORS FLAT,VIC
962,3276,2.2857142857142856,48.0,13.522857142857141,283.98,WOOLSTHORPE,VIC
963,3277,7.523809523809524,158.0,61.014047619047616,1281.2949999999996,MEPUNGA,VIC
964,3278,1.761904761904762,37.0,12.818809523809525,269.195,PURNIM,VIC
965,3279,1.3333333333333333,28.0,6.22047619047619,130.63,BALLANGEICH,VIC
966,3280,104.71428571428572,2199.0,552.7400476190476,11607.541000000001,MINJAH,VIC
967,3281,10.523809523809524,221.0,60.27466666666667,1265.768,GRASSMERE,VIC
968,3282,10.666666666666666,224.0,50.639952380952366,1063.439,KOROIT,VIC
969,3283,7.142857142857142,150.0,41.466523809523814,870.7970000000001,WILLATOOK,VIC
970,3284,17.714285714285715,372.0,103.0555238095238,2164.166,ORFORD,VIC
971,3285,7.190476190476191,151.0,36.27942857142858,761.868,CODRINGTON,VIC
972,3286,2.619047619047619,55.0,11.763619047619047,247.03600000000003,CONDAH SWAMP,VIC
973,3287,2.0,42.0,9.619142857142855,202.002,MINHAMITE,VIC
974,3289,4.809523809523808,101.0,24.27771428571429,509.832,GERRIGERRUP,VIC
975,3292,2.1904761904761907,46.0,8.433571428571428,177.105,NELSON,VIC
976,3293,2.142857142857143,45.0,8.587904761904761,180.34599999999998,GLENTHOMPSON,VIC
977,3294,5.0,105.0,26.76376190476191,562.0390000000001,VICTORIA VALLEY,VIC
978,3300,39.904761904761905,838.0,223.6824761904762,4697.332,HAMILTON,VIC
979,3301,6.095238095238094,128.0,31.854619047619053,668.947,HENSLEY PARK,VIC
980,3302,1.9523809523809523,41.0,10.958809523809524,230.135,GRASSDALE,VIC
981,3303,1.5714285714285714,33.0,9.196904761904765,193.135,CONDAH,VIC
982,3304,17.047619047619047,358.0,92.63157142857143,1945.263,HOMERTON,VIC
983,3305,71.19047619047619,1495.0,330.4634761904763,6939.733000000001,GORAE,VIC
984,3309,0.6666666666666666,14.0,3.7499999999999987,78.74999999999999,DIGBY,VIC
985,3310,1.619047619047619,34.0,6.915238095238094,145.22,TAHARA WEST,VIC
986,3311,9.380952380952381,197.0,45.870095238095224,963.272,CASTERTON,VIC
987,3312,4.904761904761905,103.0,24.16023809523809,507.365,DORODONG,VIC
988,3314,3.4761904761904763,73.0,16.684809523809527,350.381,BULART,VIC
989,3315,9.047619047619047,190.0,44.952619047619045,944.005,BRIT BRIT,VIC
990,3317,0.7619047619047619,16.0,3.746190476190476,78.67,HARROW,VIC
991,3318,8.095238095238095,170.0,47.259571428571434,992.451,EDENHOPE,VIC
992,3319,1.8571428571428568,39.0,9.22195238095238,193.66099999999997,BRINGALBERT,VIC
993,3321,11.428571428571427,240.0,54.81,1151.01,WINGEEL,VIC
994,3322,0.6190476190476191,13.0,2.3550000000000004,49.45500000000001,CRESSY,VIC
995,3323,0.19047619047619047,4.0,1.0838095238095238,22.76,BERRYBANK,VIC
996,3324,4.190476190476192,88.0,21.25142857142857,446.28,MOUNT BUTE,VIC
997,3325,3.6666666666666665,77.0,17.520476190476188,367.93,LARRALEA,VIC
998,3328,14.0,294.0,64.37247619047619,1351.822,TEESDALE,VIC
999,3329,1.4761904761904765,31.0,6.178095238095237,129.73999999999998,BARUNAH PARK,VIC
1000,3330,1.238095238095238,26.0,6.30904761904762,132.49,ROKEWOOD,VIC
1001,3331,45.66666666666666,959.0,231.31047619047615,4857.52,SUTHERLANDS CREEK,VIC
1002,3332,7.857142857142858,165.0,55.90352380952381,1173.974,LETHBRIDGE,VIC
1003,3333,5.333333333333333,112.0,32.80771428571428,688.962,MEREDITH,VIC
1004,3334,2.9047619047619047,61.0,12.866714285714286,270.20099999999996,MOUNT DORAN,VIC
1005,3335,48.952380952380956,1028.0,297.8794285714285,6255.468000000001,PLUMPTON,VIC
